,Ad_ID,date,Body Type,Condition,Engine Capacity (CC),Kilometers,Model,Transmission Type,Year,brand,price
464,62adff7c66009c299153dff6,,Sedan,Used,1600 cc,"230,000 KM",Cerato,Automatic,2013,Kia,"220,000"
465,62adfec9db0bdf42622fa6fc,,Sedan,Used,1500 cc,"50,000 KM",Lanos,Manual,2014,Chevrolet,"140,000"
466,62adfda166009c299153dfde,,Sedan,Used,1600 cc,"106,000 KM",Lancer,Automatic,2016,Mitsubishi,"270,000"
467,62adfd3266009c299153dfd9,,Sedan,Used,1500 cc,"30,000 KM",5,Automatic,2021,MG,"340,000"
468,62adfc69b24827ee9b7ae959,,Sedan,Used,1500 cc,"105,000 KM",Lanos,Manual,2014,Daewoo,"117,000"
469,62adfaf7db0bdf42622fa6db,,SUV,Used,1500 cc,"9,000 KM",X70,Automatic,2022,JETOUR,"430,000"
470,62adfa724d05df4b7ed09310,,Sedan,Used,1600 cc,"145,000 KM",Sunny,Automatic,2009,Nissan,"150,000"
471,62adfa774a6d80a98f208e6f,,Coupe,Used,1600 cc,"125,000 KM",Cooper Paceman,Automatic,2015,Mini,"420,000"
472,62adfa4b4d05df4b7ed0930c,,Sedan,Used,1600 cc,"61,000 KM",Octavia,Automatic,2020,Skoda,"535,000"
473,62adf724db0bdf42622fa6a1,,SUV,Used,1500 cc,20 KM,HS,Automatic,2022,MG,"650,000"
474,62adf6fadb0bdf42622fa69e,,Sedan,Used,1600 cc,"106,000 KM",Tipo,Automatic,2019,Fiat,"325,000"
475,62adf633db0bdf42622fa67a,,SUV,Used,1600 cc,"5,000 KM",7 Crossback,Automatic,2022,DS,"880,000"
476,62adf4c9db0bdf42622fa661,,SUV,Used,1600 cc,"60,000 KM",5008,Automatic,2020,Peugeot,"850,000"
477,62adf4a14a6d80a98f208e1a,,Sedan,Used,1600 cc,"22,000 KM",Elantra HD,Automatic,2020,Hyundai,"350,000"
478,62adf41b310e10cbf163fc12,,Hatchback,Used,1100 cc,"132,000 KM",Pride,Manual,1996,Kia,"53,000"
479,62adf1e7310e10cbf163fbf3,,Hatchback,Used,1000 cc,"85,000 KM",Uno,Manual,1997,Fiat,"58,000"
480,62adf092b24827ee9b7ae895,,Sedan,Used,1600 cc,"104,000 KM",Focus,Automatic,2014,Ford,"215,000"
481,62adefefdb0bdf42622fa63b,,Sedan,Used,1600 cc,"140,000 KM",Elantra HD,Manual,2018,Hyundai,"287,000"
482,62adef7466009c299153df13,,SUV,Used,1600 cc,"62,000 KM",5008,Automatic,2020,Peugeot,"770,000"
483,62adef3966009c299153df0e,,Hatchback,Used,1400 cc,"53,000 KM",Corsa,Automatic,2016,Opel,"220,000"
484,62adee244d05df4b7ed09231,,SUV,Used,1600 cc,"140,000 KM",XV,Automatic,2015,Subaru,"400,000"
485,62adedaf310e10cbf163fb81,,Sedan,Used,1800 cc,"238,000 KM",318i,Automatic,2010,BMW,"320,000"
486,62ade9a4b24827ee9b7ae826,,SUV,Used,3700 cc,"139,000 KM",Cherokee,Automatic,2011,Jeep,"390,000"
487,62ade85466009c299153deba,,Sedan,Used,1300 cc,"98,000 KM",Grand I10,Automatic,2015,Hyundai,"205,000"
488,62ade63e4a6d80a98f208d61,,Van,Used,1400 cc,"63,000 KM",Doblo,Manual,2020,Fiat,"235,000"
489,62ade57a66009c299153de86,,SUV,Used,2000 cc,"15,000 KM",Rover Velar,Automatic,2021,Range,"2,650,000"
490,62ade47e66009c299153de79,,Sedan,Used,1500 cc,"180,000 KM",Lanos,Manual,2006,Daewoo,"100,000"
491,62ade424310e10cbf163fb0b,,Sedan,Used,2000 cc,"6,000 KM",E300,Automatic,2021,Mercedes,"2,200,000"
492,62ade356db0bdf42622fa5a5,,SUV,Used,3000 cc,"3,000 KM",Q7,Automatic,2021,Audi,"2,400,000"
493,62ade2ea4d05df4b7ed09156,,Sedan,Used,2000 cc,"12,000 KM",S320,Automatic,2020,Mercedes,"3,500,000"
494,62adddb466009c299153de28,,Sedan,Used,1600 cc,"150,000 KM",V7,Automatic,2016,Changan,"135,000"
495,62addcd6db0bdf42622fa558,,Sedan,Used,1600 cc,"37,000 KM",Shahin,Manual,1993,Nasr,"45,000"
496,62addc9e310e10cbf163faa6,,Sedan,Used,1600 cc,"260,000 KM",Persona,Automatic,2013,Proton,"130,000"
497,62addc224d05df4b7ed090f2,,Hatchback,Used,1000 cc,"13,000 KM",Spark,Manual,2010,Chevrolet,"85,000"
498,62addbcab24827ee9b7ae75d,,Sedan,Used,1600 cc,"10,000 KM",E300,Automatic,2021,Mercedes,"2,600,000"
499,62addae9db0bdf42622fa544,,Coupe,Used,2000 cc,"12,000 KM",Cooper S,Automatic,2021,Mini,"1,100,000"
500,62adda8a4a6d80a98f208cc2,,Sedan,Used,1500 cc,"32,000 KM",ARRIZO 5,Automatic,2022,Chery,"240,000"
501,62add95a310e10cbf163fa7d,,Hatchback,Used,1100 cc,"86,000 KM",Alto,Manual,2009,Suzuki,"80,000"
502,62add94b4a6d80a98f208cb7,,Sedan,Used,1600 cc,"170,000 KM",Logan,Automatic,2013,Renault,"110,000"
503,62add8754a6d80a98f208caa,,Sedan,Used,1600 cc,"55,000 KM",Sentra,Automatic,2015,Nissan,"320,000"
504,62add78d310e10cbf163fa5f,,Sedan,Used,1600 cc,"178,000 KM",Vectra,Automatic,1994,Opel,"65,000"
505,62add768db0bdf42622fa50b,,Sedan,Used,1500 cc,"20,000 KM",Lanos II,Manual,2000,Daewoo,"120,000"
506,62add60e66009c299153dd68,,SUV,Used,1600 cc,"60,000 KM",5008,Automatic,2020,Peugeot,"820,000"
507,62add5764d05df4b7ed090a0,,SUV,Used,1600 cc,"50,000 KM",Grand Land,Automatic,2019,Opel,"550,000"
508,62add4cbdb0bdf42622fa4e2,,SUV,Used,1300 cc,"46,000 KM",X 7,Automatic,2019,Geely,"335,000"
509,62add313310e10cbf163fa00,,Sedan,Used,1800 cc,"100,000 KM",E 250,Automatic,2011,Mercedes,"525,000"
510,62add2cfdb0bdf42622fa4be,,Sedan,Used,1600 cc,"130,000 KM",350 Z,Manual,2023,Nissan,"96,000"
511,62add2334d05df4b7ed09080,,Sedan,Used,1300 cc,"156,000 KM",Lancer,Manual,1998,Mitsubishi,"88,000"
512,62add227db0bdf42622fa4b8,,Hatchback,Used,1000 cc,"135,000 KM",Charade,Manual,2004,Daihatsu,"80,000"
513,62adcf77b24827ee9b7ae6b0,,Sedan,Used,2000 cc,"235,000 KM",Galena,Automatic,2011,Brilliance,"115,000"
514,62adcef0db0bdf42622fa491,,Sedan,Used,1500 cc,"35,000 KM",5,Automatic,2021,MG,"340,000"
515,62adce7d310e10cbf163f9b1,,Sedan,Used,1600 cc,"240,000 KM",316i,Manual,2007,BMW,"230,000"
516,62adcdcc310e10cbf163f999,,Sedan,Used,1600 cc,"74,000 KM",Corolla,Automatic,2019,Toyota,"450,000"
517,62adcd2c576c3bed3afc6b76,,Sedan,Used,1600 cc,"107,000 KM",Verna,Manual,2015,Hyundai,"153,000"
518,62adcc89576c3bed3afc6b71,,Sedan,Used,1600 cc,"130,000 KM",350 Z,Manual,2003,Nissan,"96,000"
519,62adcc80576c3bed3afc6b70,,Hatchback,Used,1500 cc,"230,000 KM",Excel,Manual,1997,Hyundai,"47,000"
520,62adaf644a6d80a98f208a6c,,SUV,Used,2000 cc,"159,000 KM",XC 90,Automatic,2019,Volvo,"1,100,000"
521,62adaf0c576c3bed3afc6a5a,,Sedan,Used,1600 cc,"89,000 KM",C200,Automatic,2020,Mercedes,"1,250,000"
522,62adae804d05df4b7ed08e92,,Sedan,Used,1500 cc,"40,000 KM",S60,Automatic,2018,Volvo,"490,000"
523,62adad8db24827ee9b7ae519,,SUV,Used,2000 cc,"270,000 KM",Tiggo,Automatic,2019,Speranza,"210,000"
524,62adad0b4d05df4b7ed08e84,,Hatchback,Used,1600 cc,"4,000 KM",Ibiza,Automatic,2021,Seat,"495,000"
525,62ada70e310e10cbf163f7b2,,Hatchback,Used,1600 cc,"79,000 KM",Sandero,Automatic,2017,Renault,"195,000"
526,62ada4aab24827ee9b7ae4c6,,SUV,Used,1600 cc,"119,000 KM",V5,Automatic,2014,Brilliance,"240,000"
527,62ada45cb24827ee9b7ae4c4,,SUV,Used,1600 cc,"170,000 KM",Carens,Automatic,2012,Kia,"275,000"
528,62ada3a44a6d80a98f2089f4,,Sedan,Used,1400 cc,"26,000 KM",Astra,Automatic,2021,Opel,"365,000"
529,62ada30f4d05df4b7ed08e4b,,Sedan,Used,2000 cc,"33,000 KM",E200,Automatic,2020,Mercedes,"1,870,000"
530,62ada1824a6d80a98f2089d5,,Hatchback,Used,800 cc,"120,000 KM",Maruti,Manual,2009,Suzuki,"60,000"
531,62ad99b84a6d80a98f20899c,,SUV,Used,1600 cc,"80,000 KM",Renegade,Automatic,2017,Jeep,"460,000"
532,62ad9991db0bdf42622fa1e2,,Coupe,Used,1600 cc,"175,000 KM",A516,Manual,2007,Speranza,"75,000"
533,62ad9967db0bdf42622fa1e1,,SUV,Used,3000 cc,"200,000 KM",X3,Automatic,2010,BMW,"320,000"
534,62ad98cc576c3bed3afc6981,,Sedan,Used,1600 cc,"160,000 KM",Accent RB,Automatic,2015,Hyundai,"240,000"
535,62ad96a64d05df4b7ed08dae,,Hatchback,Used,1400 cc,"117,000 KM",Rio,Automatic,2013,Kia,"225,000"
536,62ad92b9db0bdf42622fa1b4,,Sedan,Used,1600 cc,"259,000 KM",301,Manual,2014,Peugeot,"165,000"
537,62ad9149310e10cbf163f6db,,Sedan,Used,1600 cc,"105,000 KM",Grand Cerato,Automatic,2014,Kia,"270,000"
538,62ad8ef04a6d80a98f208907,,SUV,Used,1600 cc,"81,400 KM",Tucson,Automatic,2019,Hyundai,"645,000"
539,62ad8cbd4d05df4b7ed08d4c,,SUV,Used,1600 cc,"140,000 KM",3008,Automatic,2015,Peugeot,"310,000"
540,62ad8bf7576c3bed3afc6942,,SUV,Used,1600 cc,"95,000 KM",Q30,Automatic,2017,Infiniti,"650,000"
541,62ad85cab24827ee9b7ae3a7,,Sedan,Used,1000 cc,"115,000 KM",Focus,Automatic,2018,Ford,"430,000"
542,62ad83004a6d80a98f20889c,,Sedan,Used,1500 cc,"29,000 KM",Optra,Automatic,2021,Chevrolet,"274,000"
543,62ad7ef7db0bdf42622fa0e5,,Hatchback,Used,1200 cc,"133,000 KM",Smart,Manual,2008,Smart,"49,000"
544,62ad701db24827ee9b7ae325,,Sedan,Used,1600 cc,"150,000 KM",Rapid,Automatic,2013,Skoda,"165,000"
545,62ad6905310e10cbf163f5bc,,Sedan,Used,1600 cc,"235,000 KM",Megane,Automatic,2005,Renault,"100,000"
546,62ad67d4b24827ee9b7ae2fe,,Sedan,Used,1600 cc,"150,000 KM",Corolla,Automatic,2019,Toyota,"465,000"
547,62ad6757db0bdf42622fa089,,Sedan,Used,2000 cc,"165,000 KM",406,Manual,2002,Peugeot,"120,000"
548,62ad49a7b24827ee9b7ae2a3,,SUV,Used,1600 cc,"2,300 KM",Tiggo 3,Automatic,2022,Chery,"335,000"
549,62ad3ad2310e10cbf163f536,,SUV,Used,4200 cc,"160,000 KM",X5,Automatic,2015,BMW,"1,000,000"
550,62ad387f310e10cbf163f523,,SUV,Used,1600 cc,"90,000 KM",Duster,Automatic,2021,Renault,"370,000"
551,62ad253bdb0bdf42622f9f4c,,Sedan,Used,1600 cc,"214,000 KM",Passat,Automatic,2008,Volkswagen,"250,000"
552,62ad20da310e10cbf163f478,,Sedan,Used,2000 cc,"35,000 KM",E300,Automatic,2019,Mercedes,"1,750,000"
553,62ad2001db0bdf42622f9f22,,Sedan,Used,1600 cc,105 KM,Cerato,Automatic,2009,Kia,"190,000"
554,62ad1f164d05df4b7ed08b2f,,SUV,Used,2000 cc,"3,000 KM",Macan,Automatic,2021,Porsche,"2,550,000"
555,62ad1ca04d05df4b7ed08b1e,,Sedan,Used,1500 cc,"96,000 KM",Sunny,Manual,2015,Nissan,"150,000"
556,62ad198c576c3bed3afc66e1,,Sedan,Used,2000 cc,"48,000 KM",520i,Automatic,2018,BMW,"1,400,000"
557,62ad184e4d05df4b7ed08aee,,Sedan,Used,1600 cc,"120,000 KM",C200,Automatic,1993,Mercedes,"160,000"
558,62ad17bbdb0bdf42622f9ea3,,Sedan,Used,1600 cc,"140,000 KM",Sonata,Automatic,2018,Hyundai,"400,000"
559,62ad16fd4d05df4b7ed08add,,SUV,Used,1600 cc,"90,000 KM",Sportage,Automatic,2020,Kia,"670,000"
560,62ad16e0db0bdf42622f9e98,,Sedan,Used,1600 cc,"130,000 KM",Verna,Automatic,2014,Hyundai,"140,000"
561,62ad15b54a6d80a98f2085d8,,Sedan,Used,1400 cc,"28,000 KM",Passat,Automatic,2021,Volkswagen,"850,000"
562,62ad13b5b24827ee9b7ae0ef,,Sedan,Used,1600 cc,"199,999 KM",504,Automatic,1977,Peugeot,"47,000"
563,62ad13974d05df4b7ed08aaa,,SUV,Used,1500 cc,"65,000 KM",ZS,Automatic,2019,MG,"350,000"
564,62ad1338b24827ee9b7ae0e5,,Sedan,Used,1600 cc,"127,000 KM",Logan,Automatic,2016,Renault,"170,000"
565,62ad1322db0bdf42622f9e5d,,Cabriolet,Used,1600 cc,"117,000 KM",308,Automatic,2012,Peugeot,"270,000"
566,62ad12de576c3bed3afc66af,,Sedan,Used,1600 cc,"91,000 KM",Elantra,Automatic,2006,Hyundai,"195,000"
567,62ad12244a6d80a98f2085b2,,Sedan,Used,1600 cc,"150,000 KM",Insignia,Automatic,2017,Opel,"375,000"
568,62ad12244a6d80a98f2085b2,,Sedan,Used,1600 cc,"150,000 KM",Insignia,Automatic,2017,Opel,"375,000"
569,62ad11e94a6d80a98f2085b1,,SUV,Used,1600 cc,"180,000 KM",X3,Automatic,2007,BMW,"279,000"
570,62ad119b4a6d80a98f2085ae,,Sedan,Used,1600 cc,"30,000 KM",Octavia,Automatic,2016,Skoda,"495,000"
571,62ad10b44a6d80a98f2085a5,,Sedan,Used,1600 cc,"159,000 KM",Optra,Automatic,2016,Chevrolet,"140,000"
572,62ad0c59db0bdf42622f9e15,,Sedan,Used,1800 cc,"133,000 KM",C 250,Automatic,2012,Mercedes,"590,000"
573,62ad0a75576c3bed3afc664c,,Sedan,Used,1600 cc,"113,000 KM",Corolla,Automatic,2012,Toyota,"299,000"
574,62ad084d576c3bed3afc6627,,Sedan,Used,1600 cc,"50,000 KM",Golf,Automatic,1990,Volkswagen,"60,000"
575,62ad05f0db0bdf42622f9d80,,Sedan,Used,1300 cc,"90,000 KM",128 nova,Manual,2006,Fiat,"40,000"
576,62ad02c54a6d80a98f20850a,,Sedan,Used,1600 cc,"16,000 KM",Grand Land,Automatic,2021,Opel,"535,000"
577,62ad02cd4a6d80a98f20850c,,Sedan,Used,1600 cc,"39,000 KM",Corolla,Manual,2020,Toyota,"470,000"
578,62ad0093576c3bed3afc659e,,Sedan,Used,1600 cc,"168,000 KM",Verna,Automatic,2011,Hyundai,"150,000"
579,62ad007cb24827ee9b7adfd1,,Sedan,Used,1500 cc,"21,500 KM",ARRIZO 5,Automatic,2021,Chery,"235,000"
580,62ad05f0db0bdf42622f9d80,,Sedan,Used,1300 cc,"90,000 KM",128 nova,Manual,2006,Fiat,"40,000"
581,62ad02c54a6d80a98f20850a,,Sedan,Used,1600 cc,"16,000 KM",Grand Land,Automatic,2021,Opel,"535,000"
582,62ad02cd4a6d80a98f20850c,,Sedan,Used,1600 cc,"39,000 KM",Corolla,Manual,2020,Toyota,"470,000"
583,62ad0093576c3bed3afc659e,,Sedan,Used,1600 cc,"168,000 KM",Verna,Automatic,2011,Hyundai,"150,000"
584,62ad007cb24827ee9b7adfd1,,Sedan,Used,1500 cc,"21,500 KM",ARRIZO 5,Automatic,2021,Chery,"235,000"
585,62ad0065db0bdf42622f9d40,,Sedan,Used,1300 cc,"189,000 KM",Lancer,Automatic,2009,Mitsubishi,"180,000"
586,62acffef4d05df4b7ed08985,,Sedan,Used,1500 cc,"29,000 KM",Optra,Automatic,2020,Chevrolet,"250,000"
587,62acff19310e10cbf163f2d5,,Sedan,Used,1600 cc,"189,000 KM",Lancer,Automatic,2009,Mitsubishi,"180,000"
588,62acfd4cdb0bdf42622f9d19,,Hatchback,Used,1300 cc,"100,000 KM",106,Manual,1994,Peugeot,"40,000"
589,62acfa99b24827ee9b7adf88,,Sedan,Used,1600 cc,"190,000 KM",Astra,Automatic,2013,Opel,"235,000"
590,62acf9c2b24827ee9b7adf70,,Sedan,Used,1600 cc,"112,000 KM",Nubira,Automatic,2002,Daewoo,"100,000"
591,62acf277310e10cbf163f222,,Hatchback,Used,1200 cc,"15,000 KM",Swift,Automatic,2021,Suzuki,"330,000"
592,62acf0a24a6d80a98f2083da,,Sedan,Used,1500 cc,"77,000 KM",Sunny,Automatic,2018,Nissan,"240,000"
593,62acef27576c3bed3afc648d,,Sedan,Used,1600 cc,"1,999,999 KM",127,Automatic,1984,Fiat,"19,000"
594,62acee234a6d80a98f2083b8,,Sedan,Used,1600 cc,"93,000 KM",Cerato,Automatic,2011,Kia,"220,000"
595,62acedf94a6d80a98f2083b5,,Hatchback,Used,1000 cc,"100,000 KM",127,Manual,1984,Fiat,"35,000"
596,62acedf54a6d80a98f2083b3,,Hatchback,Used,1600 cc,106 KM,Matrix,Manual,2006,Hyundai,"140,000"
597,62acec904a6d80a98f2083a6,,Sedan,Used,1600 cc,"110,000 KM",E 180,Automatic,2018,Mercedes,"1,300,000"
598,62aceb93db0bdf42622f9c44,,Sedan,Used,1600 cc,"170,000 KM",Sunny,Automatic,2014,Nissan,"189,000"
599,62acea1f4d05df4b7ed0883c,,Pickup,Used,2500 cc,"170,000 KM",Pick up,Manual,2019,Nissan,"275,000"
600,62ace940db0bdf42622f9c08,,Sedan,Used,1600 cc,"48,000 KM",Accent,Automatic,1999,Hyundai,"48,000"
601,62ace8da4a6d80a98f208381,,Sedan,Used,1600 cc,"250,000 KM",Sephia,Automatic,1999,Kia,"82,000"
602,62ace815310e10cbf163f19e,,Sedan,Used,1600 cc,"90,000 KM",Verna,Automatic,2008,Hyundai,"105,000"
603,62ace810310e10cbf163f199,,Sedan,Used,1600 cc,"250,000 KM",Corolla,Automatic,1996,Toyota,"85,000"
604,62ace760310e10cbf163f18d,,Sedan,Used,2000 cc,"100,000 KM",318i,Automatic,2001,BMW,"210,000"
605,62ace166b24827ee9b7ade7f,,Sedan,Used,1600 cc,"100,000 KM",Vectra,Automatic,2001,Opel,"130,000"
606,62ace1554a6d80a98f20830f,,Sedan,Used,1600 cc,"160,000 KM",Elantra,Automatic,2011,Hyundai,"200,000"
607,62acdfce576c3bed3afc63d0,,Hatchback,Used,1400 cc,"160,000 KM",Punto,Manual,2009,Fiat,"85,000"
608,62acdb894a6d80a98f2082a3,,Sedan,Used,1600 cc,"185,000 KM",Nubira,Manual,2007,Daewoo,"98,000"
609,62acd8e14a6d80a98f208277,,Hatchback,Used,3500 cc,"150,000 KM",FX35,Automatic,2007,Infiniti,"300,000"
610,62acd802b24827ee9b7ade09,,SUV,Used,1200 cc,"75,000 KM",Qashqai,Automatic,2019,Nissan,"460,000"
611,62acd6b8310e10cbf163f09b,,Sedan,Used,1600 cc,"19,000 KM",Elantra HD,Automatic,2021,Hyundai,"379,000"
612,62acd66bb24827ee9b7addf4,,Sedan,Used,1600 cc,"78,000 KM",Tiida,Automatic,2014,Nissan,"270,000"
613,62acd4eb310e10cbf163f089,,Sedan,Used,1500 cc,"162,000 KM",Lanos,Manual,2010,Chevrolet,"125,000"
614,62acd2884a6d80a98f2081ff,,Hatchback,Used,1600 cc,"70,000 KM",3,Automatic,2019,Mazda,"350,000"
615,62acd206db0bdf42622f9ac0,,Sedan,Used,1500 cc,"1,000 KM",C180,Automatic,2022,Mercedes,"1,850,000"
616,62accc73b24827ee9b7add89,,SUV,Used,1000 cc,"5,000 KM",Arona,Automatic,2022,Seat,"570,000"
617,62accc39b24827ee9b7add86,,Sedan,Used,2000 cc,"300,000 KM",190,Automatic,1988,Mercedes,"130,000"
618,62accbe9db0bdf42622f9a5c,,Sedan,Used,1600 cc,"50,000 KM",Polonez,Automatic,1989,Fiat,"25,000"
619,62accae7db0bdf42622f9a47,,Hatchback,Used,1500 cc,"111,000 KM",Matrix,Automatic,2001,Hyundai,"146,000"
620,62acca3bdb0bdf42622f9a40,,Hatchback,Used,800 cc,"58,000 KM",Maruti,Manual,2002,Suzuki,"37,000"
621,62acc9e2b24827ee9b7add5a,,Hatchback,Used,1500 cc,"80,000 KM",Rio,Automatic,2013,Kia,"245,000"
622,62acc9dc4a6d80a98f20818d,,SUV,Used,2000 cc,"11,000 KM",GLC 200,Automatic,2020,Mercedes,"1,980,000"
623,62acc9d14a6d80a98f20818c,,Sedan,Used,2000 cc,"18,000 KM",C300,Automatic,2020,Mercedes,"1,650,000"
624,62acc9a6b24827ee9b7add51,,Sedan,Used,1300 cc,"220,000 KM",Lancer,Manual,1998,Mitsubishi,"89,000"
625,62acc8d5310e10cbf163efc7,,Hatchback,Used,1400 cc,"160,000 KM",Punto,Manual,2009,Fiat,"85,000"
626,62acc8c8310e10cbf163efc6,,Sedan,Used,1500 cc,"155,000 KM",FSV,Automatic,2013,Brilliance,"125,000"
627,62acc8774a6d80a98f20817c,,Sedan,Used,1600 cc,"150,000 KM",Astra,Automatic,2007,Opel,"130,000"
628,62accc39b24827ee9b7add86,,Sedan,Used,2000 cc,"300,000 KM",190,Automatic,1988,Mercedes,"130,000"
629,62accbe9db0bdf42622f9a5c,,Sedan,Used,1600 cc,"50,000 KM",Polonez,Automatic,1989,Fiat,"25,000"
630,62accae7db0bdf42622f9a47,,Hatchback,Used,1500 cc,"111,000 KM",Matrix,Automatic,2001,Hyundai,"146,000"
631,62acca3bdb0bdf42622f9a40,,Hatchback,Used,800 cc,"58,000 KM",Maruti,Manual,2002,Suzuki,"37,000"
632,62acc9e2b24827ee9b7add5a,,Hatchback,Used,1500 cc,"80,000 KM",Rio,Automatic,2013,Kia,"245,000"
633,62acc9dc4a6d80a98f20818d,,SUV,Used,2000 cc,"11,000 KM",GLC 200,Automatic,2020,Mercedes,"1,980,000"
634,62acc9d14a6d80a98f20818c,,Sedan,Used,2000 cc,"18,000 KM",C300,Automatic,2020,Mercedes,"1,650,000"
635,62acc9a6b24827ee9b7add51,,Sedan,Used,1300 cc,"220,000 KM",Lancer,Manual,1998,Mitsubishi,"89,000"
636,62acc8d5310e10cbf163efc7,,Hatchback,Used,1400 cc,"160,000 KM",Punto,Manual,2009,Fiat,"85,000"
637,62acc8c8310e10cbf163efc6,,Sedan,Used,1500 cc,"155,000 KM",FSV,Automatic,2013,Brilliance,"125,000"
638,62acc8774a6d80a98f20817c,,Sedan,Used,1600 cc,"150,000 KM",Astra,Automatic,2007,Opel,"130,000"
639,62acc8814d05df4b7ed086c0,,SUV,Used,1500 cc,"100,000 KM",RX5,Automatic,2019,MG,"370,000"
640,62acc6e1b24827ee9b7add10,,Sedan,Used,1600 cc,"200,000 KM",Optra,Automatic,2006,Chevrolet,"120,000"
641,62acc6cadb0bdf42622f9a25,,Hatchback,Used,1500 cc,"80,000 KM",Rio,Automatic,2013,Kia,"245,000"
642,62acc5994a6d80a98f208149,,Sedan,Used,1600 cc,"175,000 KM",Passat,Automatic,2000,Volkswagen,"160,000"
643,62acc4594a6d80a98f20813a,,Hatchback,Used,1600 cc,"110,000 KM",Polo,Manual,1996,Volkswagen,"90,000"
644,62acc41b310e10cbf163ef8c,,Sedan,Used,1600 cc,"100,000 KM",Emgrand 7,Manual,2016,Geely,"143,000"
645,62acc4034d05df4b7ed0866d,,Sedan,Used,1600 cc,"140,000 KM",Tipo,Automatic,2020,Fiat,"325,000"
646,62acc3df4d05df4b7ed08667,,SUV,Used,1600 cc,"20,000 KM",3008,Automatic,2021,Peugeot,"870,000"
647,62acc358db0bdf42622f99fd,,Hatchback,Used,1600 cc,"100,000 KM",Niva,Manual,1992,Lada,"40,000"
648,62acc19b4d05df4b7ed08637,,SUV,Used,1500 cc,"5,000 KM",X1,Automatic,2020,BMW,"950,000"
649,62acc14f576c3bed3afc61d6,,Sedan,Used,1600 cc,"282,000 KM",GLC 200,Automatic,2001,Mercedes,"240,000"
650,62acc14b576c3bed3afc61d4,,Sedan,Used,1600 cc,"90,000 KM",Aveo,Automatic,2015,Chevrolet,"165,000"
651,62acc03b4d05df4b7ed08629,,Sedan,Used,1600 cc,"80,000 KM",301,Automatic,2015,Peugeot,"210,000"
652,62acbe254a6d80a98f2080d9,,Sedan,Used,1500 cc,"12,000 KM",Sunny,Automatic,2021,Nissan,"255,000"
653,62acbe27b24827ee9b7adc6c,,SUV,Used,1300 cc,"8,500 KM",GLA 200,Automatic,2021,Mercedes,"1,450,000"
654,62acbd76b24827ee9b7adc65,,Sedan,Used,1600 cc,"15,000 KM",Elantra CN7,Automatic,2021,Hyundai,"490,000"
655,62acbbba4a6d80a98f2080b2,,Coupe,Used,1300 cc,"14,000 KM",Corolla,Automatic,1994,Toyota,"85,000"
656,62acbb014a6d80a98f2080a0,,SUV,Used,1500 cc,"100,000 KM",RX5,Automatic,2019,MG,"370,000"
657,62acba84db0bdf42622f9984,,Sedan,Used,1500 cc,"35,000 KM",5,Automatic,2021,MG,"340,000"
658,62acba7c4a6d80a98f20808a,,Sedan,Used,1500 cc,"27,000 KM",5,Automatic,2021,MG,"330,000"
659,62acb97b576c3bed3afc6124,,Sedan,Used,1500 cc,"35,000 KM",5,Automatic,2021,MG,"340,000"
660,62acb95e4a6d80a98f20806e,,Sedan,Used,1500 cc,"130,000 KM",Lanos II,Manual,1999,Daewoo,"75,000"
661,62acb7724d05df4b7ed08593,,Sedan,Used,1600 cc,"94,000 KM",Sentra,Automatic,2018,Nissan,"300,000"
662,62acb68adb0bdf42622f9940,,Sedan,Used,1600 cc,"100,000 KM",128 nova,Automatic,1987,Fiat,"15,000"
663,62acb5cc576c3bed3afc60bb,,Sedan,Used,1600 cc,"66,000 KM",Sportage,Automatic,2017,Kia,"570,000"
664,62acad044d05df4b7ed0849e,,Sedan,Used,1400 cc,"74,000 KM",Passat,Automatic,2018,Volkswagen,"625,000"
665,62acacb14d05df4b7ed08495,,Sedan,Used,1500 cc,"300,000 KM",Excel,Manual,1997,Hyundai,"55,000"
666,62acac654d05df4b7ed08491,,SUV,Used,1600 cc,"38,000 KM",Soul,Automatic,2017,Kia,"290,000"
667,62acaa3bb24827ee9b7adb21,,Sedan,Used,1500 cc,"1,200 KM",C200,Automatic,2022,Mercedes,"2,050,000"
668,62aca892db0bdf42622f987c,,Sedan,Used,1600 cc,"50,000 KM",Granta,Manual,2021,Lada,"165,000"
669,62aca7c8576c3bed3afc5f78,,Sedan,Used,1600 cc,"133,000 KM",Cerato,Automatic,2015,Kia,"285,000"
670,62aca5184a6d80a98f207f36,,SUV,Used,1600 cc,"52,000 KM",Grand Picasso,Automatic,2020,Citroen C4,"430,000"
671,62aca116db0bdf42622f97ca,,Sedan,Used,1600 cc,"140,000 KM",Cruze,Automatic,2016,Chevrolet,"220,000"
672,62aca0384d05df4b7ed083a9,,Sedan,Used,1600 cc,"79,000 KM",Elantra AD,Automatic,2020,Hyundai,"385,000"
673,62ac9d76db0bdf42622f977d,,Sedan,Used,1600 cc,"200,000 KM",Jetta,Automatic,2008,Volkswagen,"205,000"
674,62ac9ab1db0bdf42622f9727,,Sedan,Used,1500 cc,"76,000 KM",Lanos,Manual,2018,Chevrolet,"170,000"
675,62ac954f4d05df4b7ed082ff,,Sedan,Used,1400 cc,"73,000 KM",A5,Automatic,2018,Audi,"850,000"
676,62acb4e6b24827ee9b7adbab,,Sedan,Used,1600 cc,"200,000 KM",Verna,Automatic,2009,Hyundai,"120,000"
